year,month,average_month_temperature
1961,05,13.526
1961,06,19.160
1961,07,21.138
1961,08,20.712
1961,09,15.708
1961,10,9.360
1961,11,2.058
1961,12,-4.036
1962,01,-4.893
1962,02,-.334
1962,03,.991
1962,04,8.517
1962,05,14.643
1962,06,18.442
1962,07,20.914
1962,08,20.688
1962,09,15.788
1962,10,10.923
1962,11,3.659
1962,12,-1.861
1963,01,-5.529
1963,02,-1.140
1963,03,3.602
1963,04,8.514
1963,05,14.488
1963,06,18.589
1963,07,21.390
1963,08,20.427
1963,09,17.155
1963,10,12.158
1963,11,3.094
1963,12,-3.763
1964,01,-3.226
1964,02,-2.804
1964,03,.694
1964,04,7.876
1964,05,13.953
1964,06,18.570
1964,07,21.901
1964,08,19.865
1964,09,15.859
1964,10,9.846
1964,11,3.131
1964,12,-3.744
1965,01,-3.226
1965,02,-3.063
1965,03,.884
1965,04,8.723
1965,05,13.801
1965,06,17.757
1965,07,20.874
1965,08,19.906
1965,09,15.132
1965,10,9.596
1965,11,4.536
1965,12,-1.176
1966,01,-5.792
1966,02,-2.854
1966,03,2.518
1966,04,7.450
1966,05,13.609
1966,06,18.615
1966,07,22.118
1966,08,19.873
1966,09,16.319
1966,10,9.012
1966,11,3.585
1966,12,-2.652
1967,01,-2.320
1967,02,-2.083
1967,03,4.040
1967,04,8.486
1967,05,12.794
1967,06,18.449
1967,07,20.931
1967,08,20.200
1967,09,16.022
1967,10,9.617
1967,11,3.051
1967,12,-2.393
1968,01,-4.145
1968,02,-2.302
1968,03,3.947
1968,04,7.807
1968,05,13.021
1968,06,18.756
1968,07,21.388
1968,08,20.082
1968,09,15.727
1968,10,9.874
1968,11,2.590
1968,12,-4.108
1969,01,-4.558
1969,02,-2.243
1969,03,.345
1969,04,9.333
1969,05,14.793
1969,06,18.276
1969,07,21.601
1969,08,20.630
1969,09,16.829
1969,10,8.902
1969,11,2.455
1969,12,-1.075
1970,01,-5.658
1970,02,-.268
1970,03,1.786
1970,04,7.406
1970,05,14.464
1970,06,18.809
1970,07,21.554
1970,08,21.050
1970,09,15.837
1970,10,8.312
1970,11,2.961
1970,12,-2.141
1971,01,-5.221
1971,02,-2.340
1971,03,1.024
1971,04,7.436
1971,05,12.785
1971,06,19.338
1971,07,20.896
1971,08,20.426
1971,09,16.028
1971,10,10.115
1971,11,2.541
1971,12,-1.734
1972,01,-4.320
1972,02,-2.308
1972,03,2.832
1972,04,7.381
1972,05,14.033
1972,06,18.571
1972,07,21.068
1972,08,20.582
1972,09,15.983
1972,10,9.118
1972,11,1.677
1972,12,-3.486
1973,01,-4.588
1973,02,-1.652
1973,03,3.734
1973,04,7.245
1973,05,13.527
1973,06,18.951
1973,07,21.233
1973,08,20.622
1973,09,16.201
1973,10,10.561
1973,11,3.020
1973,12,-1.647
1974,01,-3.624
1974,02,-2.298
1974,03,3.761
1974,04,8.438
1974,05,14.181
1974,06,18.678
1974,07,21.707
1974,08,19.934
1974,09,15.479
1974,10,9.345
1974,11,2.793
1974,12,-2.482
1975,01,-3.247
1975,02,-2.356
1975,03,1.440
1975,04,6.005
1975,05,13.997
1975,06,18.203
1975,07,21.536
1975,08,20.290
1975,09,15.315
1975,10,9.871
1975,11,2.426
1975,12,-2.243
1976,01,-3.910
1976,02,.227
1976,03,2.956
1976,04,8.606
1976,05,13.347
1976,06,18.456
1976,07,21.198
1976,08,20.138
1976,09,16.200
1976,10,7.842
1976,11,1.914
1976,12,-3.082
1977,01,-5.639
1977,02,.257
1977,03,2.930
1977,04,9.190
1977,05,14.584
1977,06,19.742
1977,07,22.071
1977,08,20.907
1977,09,17.041
1977,10,9.830
1977,11,2.699
1977,12,-2.373
1978,01,-4.687
1978,02,-3.876
1978,03,2.821
1978,04,8.771
1978,05,13.926
1978,06,18.877
1978,07,21.729
1978,08,20.653
1978,09,17.046
1978,10,9.745
1978,11,3.175
1978,12,-3.144
1979,01,-6.680
1979,02,-5.320
1979,03,3.184
1979,04,8.005
1979,05,13.791
1979,06,18.520
1979,07,21.434
1979,08,20.374
1979,09,17.113
1979,10,10.839
1979,11,2.970
1979,12,-1.384
1980,01,-3.558
1980,02,-1.347
1980,03,2.087
1980,04,8.647
1980,05,14.207
1980,06,18.955
1980,07,22.539
1980,08,20.776
1980,09,16.809
1980,10,9.374
1980,11,3.425
1980,12,-2.225
1981,01,-1.029
1981,02,.002
1981,03,4.238
1981,04,10.220
1981,05,13.923
1981,06,19.472
1981,07,21.560
1981,08,20.510
1981,09,16.248
1981,10,9.090
1981,11,4.346
1981,12,-1.836
1982,01,-5.861
1982,02,-2.157
1982,03,3.046
1982,04,6.775
1982,05,14.041
1982,06,17.846
1982,07,21.376
1982,08,20.564
1982,09,16.081
1982,10,8.825
1982,11,2.414
1982,12,-.493
1983,01,-2.666
1983,02,-.005
1983,03,3.237
1983,04,6.648
1983,05,13.051
1983,06,18.285
1983,07,21.783
1983,08,21.763
1983,09,16.359
1983,10,9.872
1983,11,3.764
1983,12,-5.225
1984,01,-4.275
1984,02,-1.047
1984,03,2.557
1984,04,7.184
1984,05,13.807
1984,06,19.036
1984,07,21.249
1984,08,20.878
1984,09,15.694
1984,10,9.535
1984,11,2.379
1984,12,-1.340
1985,01,-4.075
1985,02,-3.480
1985,03,3.669
1985,04,8.741
1985,05,14.704
1985,06,18.465
1985,07,21.756
1985,08,20.016
1985,09,15.290
1985,10,9.452
1985,11,1.535
1985,12,-3.059
1986,01,-1.344
1986,02,-.217
1986,03,4.474
1986,04,8.435
1986,05,14.276
1986,06,19.790
1986,07,21.534
1986,08,20.184
1986,09,15.927
1986,10,9.695
1986,11,2.486
1986,12,-.643
1987,01,-2.614
1987,02,.221
1987,03,3.260
1987,04,9.193
1987,05,15.293
1987,06,19.628
1987,07,21.466
1987,08,20.581
1987,09,16.377
1987,10,9.656
1987,11,3.825
1987,12,-1.485
1988,01,-4.323
1988,02,-1.402
1988,03,3.253
1988,04,8.696
1988,05,14.669
1988,06,20.038
1988,07,22.224
1988,08,21.281
1988,09,16.174
1988,10,9.230
1988,11,2.914
1988,12,-1.562
1989,01,-3.150
1989,02,-2.892
1989,03,3.106
1989,04,9.456
1989,05,14.061
1989,06,18.695
1989,07,21.958
1989,08,20.464
1989,09,16.240
1989,10,9.905
1989,11,2.590
1989,12,-4.113
1990,01,-1.167
1990,02,-1.783
1990,03,4.469
1990,04,9.402
1990,05,13.790
1990,06,19.777
1990,07,21.587
1990,08,20.861
1990,09,17.459
1990,10,9.591
1990,11,3.604
1990,12,-3.469
1991,01,-3.910
1991,02,.998
1991,03,3.499
1991,04,9.175
1991,05,15.111
1991,06,19.339
1991,07,21.602
1991,08,20.868
1991,09,16.612
1991,10,10.157
1991,11,1.446
1991,12,-1.074
1992,01,-1.800
1992,02,.640
1992,03,4.224
1992,04,8.748
1992,05,14.049
1992,06,18.468
1992,07,20.575
1992,08,19.484
1992,09,15.472
1992,10,9.533
1992,11,2.120
1992,12,-2.939
1993,01,-3.553
1993,02,-2.449
1993,03,3.182
1993,04,8.237
1993,05,14.645
1993,06,18.455
1993,07,21.239
1993,08,20.492
1993,09,15.544
1993,10,9.593
1993,11,1.888
1993,12,-1.041
1994,01,-3.767
1994,02,-2.654
1994,03,3.736
1994,04,9.054
1994,05,14.439
1994,06,19.966
1994,07,21.683
1994,08,20.816
1994,09,16.582
1994,10,9.581
1994,11,2.696
1994,12,-.917
1995,01,-2.178
1995,02,.236
1995,03,3.060
1995,04,7.994
1995,05,13.738
1995,06,18.474
1995,07,21.624
1995,08,21.584
1995,09,16.759
1995,10,10.036
1995,11,2.607
1995,12,-1.988
1996,01,-4.339
1996,02,-.916
1996,03,2.009
1996,04,7.994
1996,05,14.611
1996,06,19.516
1996,07,21.622
1996,08,20.497
1996,09,15.446
1996,10,8.828
1996,11,1.794
1996,12,-2.057
1997,01,-4.036
1997,02,.190
1997,03,3.752
1997,04,7.096
1997,05,13.928
1997,06,19.043
1997,07,21.586
1997,08,20.641
1997,09,17.471
1997,10,9.245
1997,11,2.943
1997,12,-1.822
1998,01,-1.720
1998,02,.983
1998,03,3.312
1998,04,8.879
1998,05,15.223
1998,06,18.779
1998,07,22.614
1998,08,21.302
1998,09,18.403
1998,10,10.439
1998,11,4.509
1998,12,-1.051
1999,01,-2.569
1999,02,.185
1999,03,2.989
1999,04,8.396
1999,05,13.919
1999,06,18.919
1999,07,21.931
1999,08,21.107
1999,09,16.296
1999,10,9.846
1999,11,5.347
1999,12,-1.423
2000,01,-2.354
2000,02,1.991
2000,03,5.139
2000,04,8.943
2000,05,15.107
2000,06,19.293
2000,07,21.601
2000,08,21.273
2000,09,16.541
2000,10,10.144
2000,11,1.586
2000,12,-3.487
2001,01,-2.083
2001,02,-.745
2001,03,2.596
2001,04,9.278
2001,05,14.744
2001,06,19.354
2001,07,21.902
2001,08,21.651
2001,09,16.938
2001,10,9.598
2001,11,5.235
2001,12,-1.088
2002,01,-1.190
2002,02,-.231
2002,03,2.091
2002,04,9.232
2002,05,13.937
2002,06,20.057
2002,07,22.677
2002,08,20.912
2002,09,17.544
2002,10,9.305
2002,11,3.918
2002,12,-.393
2003,01,-1.834
2003,02,-1.262
2003,03,3.442
2003,04,9.046
2003,05,14.467
2003,06,18.877
2003,07,22.506
2003,08,21.849
2003,09,16.323
2003,10,11.488
2003,11,3.353
2003,12,-1.076
2004,01,-3.856
2004,02,-1.439
2004,03,5.182
2004,04,9.407
2004,05,15.269
2004,06,19.242
2004,07,21.667
2004,08,20.189
2004,09,16.497
2004,10,10.691
2004,11,4.205
2004,12,-.933
2005,01,-1.882
2005,02,.398
2005,03,3.558
2005,04,8.813
2005,05,14.222
2005,06,19.515
2005,07,22.475
2005,08,21.357
2005,09,17.753
2005,10,10.502
2005,11,3.654
2005,12,-1.576
2006,01,-.320
2006,02,-.575
2006,03,2.795
2006,04,9.863
2006,05,15.184
2006,06,19.940
2006,07,22.918
2006,08,21.090
2006,09,16.015
2006,10,9.633
2006,11,3.413
2006,12,-.182
2007,01,-2.985
2007,02,-2.229
2007,03,4.455
2007,04,8.495
2007,05,15.124
2007,06,19.721
2007,07,22.359
2007,08,22.139
2007,09,17.405
2007,10,10.949
2007,11,4.508
2007,12,-1.756
2008,01,-3.911
2008,02,-1.594
2008,03,2.829
2008,04,7.912
2008,05,13.750
2008,06,19.389
2008,07,21.693
2008,08,20.561
2008,09,16.593
2008,10,9.181
2008,11,3.621
2008,12,-2.534
2009,01,-3.583
2009,02,-.323
2009,03,2.829
2009,04,8.195
2009,05,14.905
2009,06,18.970
2009,07,21.469
2009,08,20.454
2009,09,17.193
2009,10,8.554
2009,11,4.239
2009,12,-3.191
2010,01,-3.624
2010,02,-2.121
2010,03,3.425
2010,04,9.555
2010,05,14.197
2010,06,19.884
2010,07,22.070
2010,08,21.716
2010,09,17.411
2010,10,10.914
2010,11,3.587
2010,12,-2.953
2011,01,-3.524
2011,02,-1.900
2011,03,3.468
2011,04,8.596
2011,05,13.781
2011,06,19.585
2011,07,22.723
2011,08,21.929
2011,09,17.162
2011,10,10.494
2011,11,2.950
2011,12,-.660
2012,01,-2.294
2012,02,.580
2012,03,6.022
2012,04,10.212
2012,05,15.454
2012,06,20.018
2012,07,22.993
2012,08,21.431
2012,09,17.046
2012,10,9.725
2012,11,3.335
2012,12,-1.262
2013,01,-2.156
2013,02,-1.193
2013,03,2.342
2013,04,7.018
2013,05,14.087
2013,06,20.203
2013,07,22.053
2013,08,21.181
2013,09,17.270
2013,10,10.222
2013,11,2.908
2013,12,-2.834
2014,01,-2.223
2014,02,-2.318
2014,03,2.474
2014,04,8.837
2014,05,14.873
2014,06,19.298
2014,07,21.428
2014,08,20.868
2014,09,17.135
2014,10,11.109
2014,11,2.338
2014,12,.370
2015,01,-1.959
2015,02,-1.420
2015,03,4.760
2015,04,9.577
2015,05,14.919
2015,06,20.467
2015,07,21.854
2015,08,20.937
2015,09,17.898
2015,10,11.688
2015,11,4.539
2015,12,.693
2016,01,-1.511
2016,02,1.977
2016,03,5.921
2016,04,9.979
2016,05,14.116
