year,month,average_month_temperature
2000,04,7.136
2000,05,10.925
2000,06,13.047
2000,07,13.820
2000,08,14.845
2000,09,13.205
2000,10,9.424
2000,11,6.482
2000,12,5.247
2001,01,3.582
2001,02,4.273
2001,03,4.971
2001,04,7.008
2001,05,11.467
2001,06,12.524
2001,07,14.745
2001,08,14.885
2001,09,12.244
2001,10,12.114
2001,11,7.378
2001,12,3.938
2002,01,5.873
2002,02,6.302
2002,03,6.989
2002,04,8.388
2002,05,10.769
2002,06,12.833
2002,07,14.081
2002,08,15.184
2002,09,13.076
2002,10,8.840
2002,11,7.911
2002,12,5.404
2003,01,4.461
2003,02,4.349
2003,03,7.235
2003,04,9.011
2003,05,10.883
2003,06,14.263
2003,07,15.828
2003,08,16.096
2003,09,13.010
2003,10,8.360
2003,11,7.836
2003,12,4.882
2004,01,5.240
2004,02,5.187
2004,03,6.407
2004,04,8.687
2004,05,11.101
2004,06,13.782
2004,07,14.190
2004,08,15.638
2004,09,13.309
2004,10,9.464
2004,11,7.574
2004,12,5.706
2005,01,6.075
2005,02,4.531
2005,03,6.944
2005,04,8.099
2005,05,10.145
2005,06,13.820
2005,07,14.889
2005,08,14.550
2005,09,13.663
2005,10,11.558
2005,11,6.221
2005,12,4.866
2006,01,4.657
2006,02,4.389
2006,03,4.802
2006,04,7.672
2006,05,10.894
2006,06,14.264
2006,07,17.262
2006,08,14.570
2006,09,14.806
2006,10,11.640
2006,11,7.803
2006,12,6.295
2007,01,6.575
2007,02,5.854
2007,03,6.873
2007,04,10.251
2007,05,10.693
2007,06,13.497
2007,07,13.851
2007,08,14.148
2007,09,12.560
2007,10,10.374
2007,11,7.302
2007,12,5.120
2008,01,6.016
2008,02,5.670
2008,03,5.888
2008,04,7.276
2008,05,12.147
2008,06,12.900
2008,07,14.902
2008,08,14.679
2008,09,12.458
2008,10,8.908
2008,11,6.827
2008,12,4.062
2009,01,3.819
2009,02,4.553
2009,03,6.712
2009,04,8.980
2009,05,10.961
2009,06,13.531
2009,07,14.738
2009,08,14.949
2009,09,13.064
2009,10,10.503
2009,11,7.696
2009,12,3.141
2010,01,2.071
2010,02,2.849
2010,03,5.820
2010,04,8.253
2010,05,10.060
2010,06,14.060
2010,07,15.250
2010,08,14.013
2010,09,12.751
2010,10,9.665
2010,11,5.008
2010,12,.537
2011,01,3.993
2011,02,6.139
2011,03,6.534
2011,04,10.667
2011,05,11.212
2011,06,12.664
2011,07,13.971
2011,08,13.826
2011,09,13.630
2011,10,11.202
2011,11,9.195
2011,12,5.628
2012,01,5.418
2012,02,5.043
2012,03,8.184
2012,04,6.704
2012,05,10.635
2012,06,12.199
2012,07,13.831
2012,08,15.080
2012,09,11.990
2012,10,8.454
2012,11,6.419
2012,12,4.604
2013,01,4.241
2013,02,3.669
2013,03,3.115
2013,04,6.859
2013,05,9.751
2013,06,12.833
2013,07,16.591
2013,08,15.199
2013,09,12.684
2013,10,11.207
2013,11,6.212
2013,12,6.314
2014,01,5.487
2014,02,5.932
2014,03,7.272
2014,04,9.322
2014,05,11.306
2014,06,14.067
2014,07,16.012
2014,08,13.829
2014,09,13.815
2014,10,11.120
2014,11,8.079
2014,12,5.178
2015,01,4.502
2015,02,4.467
2015,03,6.286
2015,04,8.212
2015,05,9.914
2015,06,12.730
2015,07,14.106
2015,08,14.512
2015,09,11.862
2015,10,10.078
2015,11,8.691
2015,12,8.325
2016,01,5.348
2016,02,4.685
2016,03,6.056
2016,04,6.838
2016,05,11.305
2016,06,13.714
2016,07,14.927
2016,08,15.142
2016,09,14.422
2016,10,9.975
2016,11,5.708
2016,12,6.489
2017,01,4.758
2017,02,6.074
2017,03,7.839
2017,04,8.278
2017,05,12.136
2017,06,14.235
2017,07,14.930
2017,08,14.378
2017,09,12.551
2017,10,11.251
2017,11,6.470
2017,12,4.962
2018,01,4.969
2018,02,3.375
2018,03,4.763
2018,04,8.688
2018,05,12.117
2018,06,14.547
2018,07,16.724
2018,08,15.034
2018,09,12.358
2018,10,9.674
2018,11,8.173
2018,12,6.612
2019,01,4.448
2019,02,6.815
2019,03,7.410
2019,04,8.593
2019,05,10.279
2019,06,13.128
2019,07,15.905
2019,08,15.371
2019,09,13.024
2019,10,9.149
2019,11,6.088
2019,12,5.899
